Group,Day,Time,Discipline,Classroom,Type,Lecturer,Program
CS-2413,Tuesday,12:00-12:50,Computer Architecture,C1.1.348K,practice,Yarulin Didar,Schedules_2 course_3 trim
CS-2413,Tuesday,13:05-13:55,Computer Architecture,C1.1.348K,practice,Yarulin Didar,Schedules_2 course_3 trim
CS-2413,Tuesday,14:00-14:50,Introduction to SOC Analytics,C1.2.237L,lecture,Ulyukova Gulden,Schedules_2 course_3 trim
CS-2413,Tuesday,15:00-15:50,Introduction to SOC Analytics,C1.2.237L,lecture,Ulyukova Gulden,Schedules_2 course_3 trim
CS-2413,Tuesday,17:00-17:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2413,Tuesday,18:00-18:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2413,Wednesday,12:00-12:50,Machine Learning Algorithms,C1.2.221K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2413,Wednesday,13:05-13:55,Computer Architecture,C1.1.348K,practice,Yarulin Didar,Schedules_2 course_3 trim
CS-2413,Wednesday,14:00-14:50,Academic Writing,C1.1.228P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2413,Wednesday,16:00-16:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2413,Thursday,18:00-18:50,Computer Architecture,C1.3.370,lecture,Fabio Grazioso,Schedules_2 course_3 trim
CS-2413,Thursday,19:00-19:50,Computer Architecture,C1.3.370,lecture,Fabio Grazioso,Schedules_2 course_3 trim
CS-2413,Friday,13:05-13:55,Introduction to SOC Analytics,C1.1.324L,practice,Zhetkerbay Askhat,Schedules_2 course_3 trim
CS-2413,Friday,14:00-14:50,Academic Writing,C1.1.253P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2413,Friday,15:00-15:50,Academic Writing,C1.1.253P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2413,Saturday,14:00-14:50,Machine Learning Algorithms,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2413,Saturday,15:00-15:50,Machine Learning Algorithms,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2413,Saturday,16:00-16:50,Windows System Administration,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2413,Saturday,17:00-17:50,Windows System Administration,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2413,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2413,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2414,Monday,14:00-14:50,Computer Architecture,C1.1.318K,practice,Kalikova Aigerim,Schedules_2 course_3 trim
CS-2414,Monday,15:00-15:50,Introduction to SOC Analytics,C1.1.354K,practice,Syzdykbayev Kuanysh,Schedules_2 course_3 trim
CS-2414,Monday,16:00-16:50,Introduction to SOC Analytics,C1.1.354K,practice,Syzdykbayev Kuanysh,Schedules_2 course_3 trim
CS-2414,Monday,18:00-18:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2414,Monday,19:00-19:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2414,Tuesday,13:05-13:55,Introduction to SOC Analytics,C1.2.231K,practice,Syzdykbayev Kuanysh,Schedules_2 course_3 trim
CS-2414,Tuesday,14:00-14:50,Introduction to SOC Analytics,C1.2.237L,lecture,Ulyukova Gulden,Schedules_2 course_3 trim
CS-2414,Tuesday,15:00-15:50,Introduction to SOC Analytics,C1.2.237L,lecture,Ulyukova Gulden,Schedules_2 course_3 trim
CS-2414,Wednesday,13:05-13:55,Machine Learning Algorithms,C1.2.221K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2414,Wednesday,14:00-14:50,Computer Architecture,C1.1.348K,practice,Kalikova Aigerim,Schedules_2 course_3 trim
CS-2414,Wednesday,15:00-15:50,Computer Architecture,C1.1.348K,practice,Kalikova Aigerim,Schedules_2 course_3 trim
CS-2414,Thursday,16:00-16:50,Academic Writing,C1.1.227P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2414,Thursday,18:00-18:50,Computer Architecture,C1.3.370,lecture,Fabio Grazioso,Schedules_2 course_3 trim
CS-2414,Thursday,19:00-19:50,Computer Architecture,C1.3.370,lecture,Fabio Grazioso,Schedules_2 course_3 trim
CS-2414,Friday,14:00-14:50,Machine Learning Algorithms,C1.3.323K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2414,Friday,15:00-15:50,Machine Learning Algorithms,C1.3.323K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2414,Friday,16:00-16:50,Academic Writing,C1.1.253P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2414,Friday,17:00-17:50,Academic Writing,C1.1.253P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2414,Friday,19:00-19:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2414,Saturday,14:00-14:50,Machine Learning Algorithms,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2414,Saturday,15:00-15:50,Machine Learning Algorithms,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2414,Saturday,16:00-16:50,Windows System Administration,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2414,Saturday,17:00-17:50,Windows System Administration,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2414,Saturday,18:00-18:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2414,Saturday,19:00-19:50,Academic Writing,online,lecture,https://learn.astanait.edu.kz/,Schedules_2 course_3 trim
CS-2415,Monday,14:00-14:50,Machine Learning Algorithms,C1.1.353K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2415,Monday,15:00-15:50,Machine Learning Algorithms,C1.1.353K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2415,Monday,16:00-16:50,Computer Architecture,C1.1.318K,practice,Kalikova Aigerim,Schedules_2 course_3 trim
CS-2415,Monday,17:00-17:50,Introduction to SOC Analytics,C1.2.231K,practice,Syzdykbayev Kuanysh,Schedules_2 course_3 trim
CS-2415,Monday,18:00-18:50,Introduction to SOC Analytics,C1.2.231K,practice,Syzdykbayev Kuanysh,Schedules_2 course_3 trim
CS-2415,Tuesday,14:00-14:50,Introduction to SOC Analytics,C1.2.237L,lecture,Ulyukova Gulden,Schedules_2 course_3 trim
CS-2415,Tuesday,15:00-15:50,Introduction to SOC Analytics,C1.2.237L,lecture,Ulyukova Gulden,Schedules_2 course_3 trim
CS-2415,Tuesday,16:00-16:50,Academic Writing,C1.1.225P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2415,Tuesday,17:00-17:50,Academic Writing,C1.1.225P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2415,Tuesday,19:00-19:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2415,Wednesday,14:00-14:50,Introduction to SOC Analytics,C1.2.231K,practice,Syzdykbayev Kuanysh,Schedules_2 course_3 trim
CS-2415,Wednesday,15:00-15:50,Machine Learning Algorithms,C1.2.221K,practice,Karatay Assiya,Schedules_2 course_3 trim
CS-2415,Wednesday,16:00-16:50,Computer Architecture,C1.1.348K,practice,Kalikova Aigerim,Schedules_2 course_3 trim
CS-2415,Wednesday,17:00-17:50,Computer Architecture,C1.1.348K,practice,Kalikova Aigerim,Schedules_2 course_3 trim
CS-2415,Thursday,14:00-14:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2415,Thursday,15:00-15:50,Windows System Administration,IEC-302,practice,Sapash Syrym,Schedules_2 course_3 trim
CS-2415,Thursday,17:00-17:50,Academic Writing,C1.1.227P,practice,Ormanova Assel,Schedules_2 course_3 trim
CS-2415,Thursday,18:00-18:50,Computer Architecture,C1.3.370,lecture,Fabio Grazioso,Schedules_2 course_3 trim
